date,source,rating,title,text,thumbs_up,app_version,developer_replied
2025-12-01 13:48:32+00:00,Google Play,1,,please add UPI lite feature 🙏,0,8.8.8,True
2025-12-01 13:19:06+00:00,Google Play,4,,IN MIND ADVISOR OPTION STOCKS NAMES NOT VISIBLE CLEAR.,0,8.8.8,True
2025-12-01 11:52:34+00:00,Google Play,5,,very beautiful,0,8.8.8,True
2025-12-01 10:22:05+00:00,Google Play,5,,good,0,8.8.8,True
2025-12-01 02:45:52+00:00,Google Play,3,,"Please help us by enabling an option to share the learning certificates on LinkedIn or download them as a PDF, similar to how Zerodha Varsity provides. This feature will also increase IndMoney’s visibility on LinkedIn and attract more users to the platform. Thank you.",0,,True
2025-12-01 01:01:29+00:00,Google Play,5,,good 👍,0,,True
2025-11-30 21:57:20+00:00,Google Play,5,,ok tnq,0,8.8.8,True
2025-11-30 17:16:59+00:00,Google Play,1,,Worst service from the support. A stock is getting delisted and the positions will be liquidated but they didn't reply even after 10 days of filing an enquiry.,0,8.8.8,True
2025-11-30 15:49:26+00:00,Google Play,5,,ok,0,8.8.8,True
2025-11-30 15:02:01+00:00,Google Play,5,,very good,0,8.8.8,True
2025-11-30 13:04:59+00:00,Google Play,3,,The Best (5 star)in terms of buying and operating mutual funds but worst customer service support (1 star) if planning to buy insurance through it,0,8.8.8,True
2025-11-30 12:20:03+00:00,Google Play,5,,good experience.,0,8.8.6,True
2025-11-30 12:19:41+00:00,Google Play,1,,App would be great if budgeting and tracking using categories is customisable so people can record the transactions in real-time for which category and all. It was good initially now everything is cluttered I feel. UI is not so good,0,8.8.8,True
2025-11-30 10:12:56+00:00,App Store,5,INDmoney is one of the best finance apps I’ve used!,"The interface is clean and easy to use, and it helps me track all my investments in one place. I love the features like free credit score checks, FD/Mutual fund options, and automatic portfolio tracking. The app is fast, reliable, and very helpful for managing my money. Highly recommend it to anyone who wants a simple and smart way to handle finances!",0,5.9.3,False
2025-11-30 07:54:50+00:00,Google Play,4,,"1)I very disappointed customer service because Tamil language not available kindly arrange the team many people are used in tamilnadu so some information understand some information not understand both user and customer support 2)improve US stock explore page like separately divided mega,large,mid,small and more features implement for better user experience 3)before indian stock explore page super but now this update I very disappoint because seprate sector wise show a stock kindly implemet",0,8.8.8,True
2025-11-30 07:14:18+00:00,Google Play,4,,super,0,8.8.8,True
2025-11-30 01:26:58+00:00,Google Play,4,,"It needs more customization like candle charts, volume chart which are not available edit - thanks they actually added them.",0,8.8.8,True
2025-11-29 21:10:16+00:00,Google Play,5,,good app,0,8.8.8,True
2025-11-29 19:37:17+00:00,Google Play,5,,The best app,0,8.8.5,True
2025-11-29 17:34:18+00:00,Google Play,4,,I had some issues with KYC and depositing Update: All of my issues were resolved promptly by the support team ! Hopefully they will keep improving the application.,0,8.8.8,True
2025-11-29 15:27:22+00:00,Google Play,1,,"please stop sending frequently whats app messages, mail, Loan promotion, insurance promo, credit payment reminder, it's to much irritating. I know to pay my bill you don't remind. please stop after I have block you guys. still your sending every day. stop it",0,8.8.2,True
2025-11-29 12:00:34+00:00,Google Play,1,,1-MUST give MTFs for US Stocks 2-FUTURES & OPTIONS for Commodity MARKET 3 - FUTURES & OPTIONS for US STOCKS,0,8.5.6,True
2025-11-29 09:51:47+00:00,Google Play,5,,Use For Multiplex Stock market,0,,True
2025-11-29 07:24:27+00:00,Google Play,3,,Easy application,0,8.8.6,True
2025-11-29 05:06:01+00:00,App Store,5,Really great app experience,Its really good app for finding new SIP and Etc and we can withdraw any time we want money from so it convenient for use than other app,0,5.9.3,False
2025-11-29 02:14:08+00:00,App Store,1,Fraud App,This is totally a fraud app. My MTF position was squared off and I suffered a heavy loss due to negligence and failure of IND Money employees and management. I urge users not to download this app and there are many other excellent apps where users money is safe and secure. I would have given negative rating had there been any option. I am gonna put this before various regulators also.,0,5.9.3,False
2025-11-29 01:12:43+00:00,Google Play,1,,App not supporting 11 inch tablets,0,8.8.6,True
2025-11-28 20:34:09+00:00,Google Play,3,,okay,0,,True
2025-11-28 20:27:01+00:00,Google Play,5,,ok,0,8.8.8,True
2025-11-28 17:37:52+00:00,Google Play,5,,Poor Apps,0,8.8.8,True
2025-11-28 17:23:12+00:00,Google Play,5,,good,0,8.8.8,True
2025-11-28 14:45:53+00:00,Google Play,5,,nice,0,8.8.8,True
2025-11-28 13:23:20+00:00,Google Play,4,,satisfied with the services provided.,0,8.8.6,True
2025-11-28 11:04:01+00:00,Google Play,5,,good,0,8.8.8,True
2025-11-28 09:46:38+00:00,Google Play,5,,nice and good,0,8.8.6,True
2025-11-28 09:21:14+00:00,Google Play,1,,"Does not work with VPN. I use duckduck go vpn to block advertising. Does not work with USB debugging enabled and developer mode. I am a developer, so i need both for my daily work. ALL OTHER UPI APP WORKS WITH ALL THREE SETTINGS ENABLED. Uninstalled. Very bad user experience.",0,8.8.8,True
2025-11-28 02:06:59+00:00,Google Play,3,,"Mutual fund showing the absolute % rate which is not correct for SIP investment, it should show the XIRR returns, which is the correct way to check our investment returns, When we see our portfolio it can see only absolute returns not able to find we are investing correct way",0,8.8.8,True
2025-11-28 01:07:56+00:00,Google Play,2,,I cannot access the app from my tablet. I can only access it from my phone,0,8.8.8,True
2025-11-28 00:46:25+00:00,Google Play,1,,even if you link your bank and give all permissions You CANNOT Invest IN US STOCK MARKET THEY WILL MAKE IT NECESSARY TO OPEN EITHER A FEDERAL BANK AC OR HDFC OR AXIS INDMONEY IS A SCAM AND LIERS,0,,True
2025-11-27 23:27:30+00:00,Google Play,5,,its good,0,,True
2025-11-27 23:17:20+00:00,Google Play,5,,good app for invesment,0,8.6.6,True
2025-11-27 22:20:54+00:00,Google Play,1,,"Initially, there was a response when I opened my account. But after opening the account and purchasing couple of mutual funds, there is no response to my queries since then. the names of my nominee has been removed. email id, bank accts changed this is a matter of serious concern to me.it is impossible to dea with this organization. very unreliable unprofessional and incompetent. am helpless and stuck with them with no resolution. update 27.11.25 issue still unresolved!",1,8.8.8,True
2025-11-27 21:09:54+00:00,Google Play,5,,good thing,0,8.6.4,True
2025-11-27 14:53:41+00:00,Google Play,5,,excellent app,0,8.8.6,True
2025-11-27 14:52:11+00:00,Google Play,4,,Everything in the app is nice . I just want a direct chat with agent customer support in app .,0,8.8.8,True
2025-11-27 13:39:38+00:00,Google Play,5,,"all in one best application all investment ek platform pe mutual fund fd insurance, konsa sa fund underperforming hai aur konsa outperform all details in one app.",0,8.8.6,True
2025-11-27 13:07:48+00:00,Google Play,5,,super,0,8.8.8,True
2025-11-27 12:38:19+00:00,Google Play,1,,"worst update, you can't see your position in fo",0,,True
2025-11-27 12:02:26+00:00,Google Play,5,,very nice application 👍,0,8.8.6,True
2025-11-27 11:42:01+00:00,Google Play,1,,"INDmoney has the worst customer service I’ve ever seen. My deposit has been stuck for 20+ days, the app doesn’t allow me to upload the bank statement, and even after sending screen recordings, they kept giving copy-paste replies. No proper support, no resolution. I’m closing my account and also closing two more family accounts that I had recommended earlier. If your money gets stuck here, good luck — you’ll be on your own.",0,8.8.6,True
2025-11-27 11:39:35+00:00,Google Play,5,,Good app no hidden charges except ₹299 for instant deposit and free withdrawal. No charges for buying and selling stock. Please introduce stop loss.... Edit : They introduced stop loss😇 and brokerage🥲,1,8.8.2,True
2025-11-27 11:18:12+00:00,Google Play,5,,Good to fresh knowledge,0,8.8.6,True
2025-11-27 11:15:46+00:00,Google Play,1,,Transfer failed today and show download leaste app i update leaste app but not working,0,,True
2025-11-27 10:05:58+00:00,Google Play,3,,good,0,8.8.6,True
2025-11-27 08:27:10+00:00,Google Play,5,,very good 👍,0,8.8.5,True
2025-11-27 08:07:05+00:00,Google Play,5,,Best,0,8.8.0,True
2025-11-27 01:07:34+00:00,App Store,5,This is my favorite investment app,"The new update is awesome. I love every single features in the app, I use it for everything literally. Stocks, mutual funds to CC payments.. I can see my net worth across all my investments, tracks even PPF and EPF… thank you so much developers for working hard on this product. Pl continue to build better this trust worthy application. I think you guys have really stayed the course of one app for everything which was the initial goal. Please don’t allow inexperienced developers to create buggy versions in future.",0,5.9.3,False
2025-11-27 00:24:25+00:00,Google Play,1,,fraud app.eats your money with the bugs in it and no support executive to resolve the bug in app. pls do not use it.go for Zerodha,0,8.8.8,True
2025-11-26 23:59:43+00:00,Google Play,4,,good,0,8.8.6,True
2025-11-26 21:52:02+00:00,Google Play,5,,nice app 👍,0,8.8.8,True
2025-11-26 17:19:01+00:00,Google Play,5,,"hi please change the home interface for ind stocks like invested amount, current value, Total investment value and Absolute return and 1 day return . please apply all this in one place in Ind stocks home screen in green and black colour with good font style, so that it will helpfull and attractive.. I can see that mutual fund home screen is looking good. I hope this will apply ASAP.",10,8.8.8,True
2025-11-26 15:32:41+00:00,Google Play,5,,Excellent app with user friendly interface,0,8.8.5,True
2025-11-26 14:46:02+00:00,Google Play,3,,"A very important update is needed in the app: For any order we’ve placed, the current price of that stock or option should be visible in the “Orders” tab. This helps us track the price fluctuations and decide whether to cancel the order or let it execute.Also, if we cancel an order, there should be a “Reorder” option so we can place the same order again easily.",0,,True
2025-11-26 12:48:19+00:00,Google Play,3,,"please use full names (instead of first name and last name) for nominees as most government IDs use full names. please sort assets in descending order of value in the main myIND page. INDpay UPI ID exposes our phone numbers, and there is no option to change it!",0,8.8.6,True
2025-11-26 12:29:42+00:00,Google Play,4,,good 👍,0,8.8.6,True
2025-11-26 11:54:16+00:00,Google Play,5,,can't open app,0,8.8.6,True
2025-11-26 11:37:07+00:00,Google Play,5,,It is one of the best app for equity as well as F&O trading.,0,,True
2025-11-26 11:34:58+00:00,Google Play,5,,Awesome 👍,0,8.8.6,True
2025-11-26 11:25:51+00:00,Google Play,3,,Add in mutual funds fortnightly payment options feature in mutual fund section in next update for better convenience.,0,,True
2025-11-26 09:54:55+00:00,Google Play,5,,It still doesn't track NPS Tier 2. Would be helpful if it is added instead of manually tracking it as a separate category.,1,8.8.6,True
2025-11-26 08:52:09+00:00,Google Play,5,,Excellent 👍,0,8.8.6,True
2025-11-26 08:05:15+00:00,Google Play,1,,"I am trying to Open this app since from last morning but not opening, I am regularly using this app. I am not able to track my stock and Trade",0,8.8.6,True
2025-11-26 07:59:03+00:00,App Store,1,Very poor in intraday,If you set a limit they deny it as a result you will make a huge lose after it,0,5.9.3,False
2025-11-26 07:58:46+00:00,Google Play,5,,Excellent application,0,8.8.8,True
2025-11-26 04:33:59+00:00,Google Play,5,,very good app,0,8.8.8,True
2025-11-26 00:48:20+00:00,Google Play,1,,I was very satisfied and happy trading in ind money so I gave 5 star but now I would change to 1 star as their new update has made my trading experience horrible with ind money the loss which I haven't incurred in trade is been shown in the P&L statement and they say that this change is made for better view of the profit or loss incurred whether realised or unrealized that's disgusting,1,8.8.2,True
2025-11-25 22:53:41+00:00,Google Play,5,,good,0,8.8.6,True
2025-11-25 21:22:05+00:00,Google Play,5,,very good app for selling/buying us stocks,0,8.8.6,True
2025-11-25 20:29:07+00:00,Google Play,4,,"Hi. Your application is one of the best trading/investment apps in the market. However, I found a small issue in your app. The daily time frame charts in the US market don’t seem to show accurate data. Kindly look into this matter asap to provide the best possible trading experience for your users. Thanks!",1,8.8.6,True
2025-11-25 18:59:53+00:00,Google Play,1,,"God knows how people are rating this good, started investing here thinking it would be good but my experience is just getting worse. App has glitches, the UX is pathetic. Its just shiny app with fancy marketing I guess. The SIP features are so confusing and complicated. This product is made by too tech savvy idiots who dont care about customer satisfaction and usability😂📉 Update: After update this app is now even worse, I hit the buy button on any ticker and the app crashes🤡",0,8.8.6,True
2025-11-25 17:53:55+00:00,Google Play,5,,very nice 🙂👍,0,8.8.6,True
2025-11-25 16:59:21+00:00,Google Play,5,,absolutly amazing indepth details unlike other mf or stock app.,0,,True
2025-11-25 14:37:01+00:00,App Store,1,Persistent bug,App freezes when you open it the first time. You have to minimise and open again. Bug from last 4-5 updates.,0,5.9.3,False
2025-11-25 12:21:04+00:00,Google Play,5,,easy app,0,8.8.6,True
2025-11-25 10:22:11+00:00,Google Play,4,,very nice,0,,True
2025-11-25 09:42:52+00:00,App Store,4,Reports on break down option,"No provision to view break down option of stocks held. Though transaction option gives all transactions of such transactions since inception, there is no report or provision available to see whether selling a stock would yield profit or loss. While selling, it should be available.",0,5.9.3,False
2025-11-25 08:15:27+00:00,Google Play,1,,top class fraud beware,0,,True
2025-11-25 07:37:49+00:00,Google Play,5,,good app for beginners,0,8.8.6,True
2025-11-24 22:25:17+00:00,Google Play,5,,very good,0,8.8.6,True
2025-11-24 19:20:27+00:00,Google Play,1,,"this app service is not good , After 22 minutes waiting for verification I feel totally waist of time... not recommend",1,8.8.6,True
2025-11-24 18:50:32+00:00,Google Play,5,,Ind money 💰 💯% safe and secure Life Time Saving money 💰🤑 good 👍 I am impressed really 7*******,0,8.8.6,True
2025-11-24 18:34:29+00:00,Google Play,2,,great,0,8.8.5,True
2025-11-24 15:36:05+00:00,Google Play,5,,nice,0,8.8.6,True
2025-11-24 13:12:47+00:00,Google Play,1,,UPI payment is kept on loading after newly added security checks.,0,8.8.6,True
2025-11-24 12:10:17+00:00,Google Play,1,,Ind money othority customer service very froudly companies and deposit money know withdrawal know download any customer ind money application,0,8.8.6,True
2025-11-24 10:51:18+00:00,Google Play,4,,Their Charts and Prediction are very informative and Easy to understand 🙂,0,8.8.6,True
2025-11-24 10:42:15+00:00,Google Play,1,,OBV इंडेक्स वॉल्यूम पढ़ नहीं पा रहा इसलिए 0 दिख रहा है। app की limitation है। Intraday के लिए INDmoney सही नहीं है। 1 star,0,8.8.6,True
2025-11-24 09:22:59+00:00,Google Play,5,,"I didn't like the recent update of app interface, previous one was user friendly please try to change it. 🙏🏻",0,,True
2025-11-24 06:41:12+00:00,Google Play,5,,Good 👍 and nice,0,8.8.6,True
2025-11-24 03:37:58+00:00,Google Play,5,,nice,0,8.8.5,True
2025-11-24 02:10:51+00:00,Google Play,4,,Comparison not working.,0,8.8.6,True
2025-11-23 23:31:44+00:00,Google Play,4,,good 👍,0,8.8.6,True
2025-11-23 20:47:16+00:00,Google Play,5,,indmoney best,0,8.8.6,True
2025-11-23 17:16:17+00:00,Google Play,4,,ok,0,8.8.6,True
2025-11-23 13:37:27+00:00,Google Play,3,,"I am reducing my rating from 4 to 3 stars. In the recent software update they have removed the sort & filter option from the watchlist. How do I monitor all my ETFs? @Ind money why remove essential & basic features? Please restore the original watchlist, which had sort by return, filter, current price & 1 day's return. Apart from that the overall app experience is good. I recommend this app for managing wealth.",0,8.8.6,True
2025-11-23 13:34:51+00:00,Google Play,5,,interested so good,0,8.8.2,True
2025-11-23 11:25:32+00:00,Google Play,1,,"I used the INDmoney app to complete a mobile recharge, but the recharge was not processed. It has been over 48 hours, and the status is still showing as pending. However, the amount has already been deducted from my account. I tried waiting, but nothing has been updated. This is very disappointing and inconvenient. Please resolve this issue as soon as possible and improve the recharge service worst app don't use this app my sincere request",3,8.8.6,True
2025-11-22 22:32:04+00:00,Google Play,1,,very slow,0,,True
2025-11-22 20:05:32+00:00,App Store,1,Not compatible in iPad screen,Your application is not properly compatible with iPad screen. In iPad also it is visible like I am seeing in mobile screen. Responsiveness is not available. Please work on it,0,5.9.1,False
2025-11-22 15:05:12+00:00,Google Play,5,,ok,0,8.8.6,True
2025-11-22 14:41:29+00:00,Google Play,5,,very good,0,8.8.6,True
2025-11-22 13:41:10+00:00,Google Play,5,,good,0,8.8.6,True
2025-11-22 12:56:51+00:00,Google Play,5,,Best trading app in India. Thanks to the indmoney team.,0,,True
2025-11-22 12:45:46+00:00,Google Play,5,,Excellent 👍🏻 service for investment plateform.,0,,True
2025-11-22 11:24:08+00:00,Google Play,4,,please add loans also to track everything in one app in auto track feature add other mail also,0,8.8.5,True
2025-11-22 10:29:00+00:00,Google Play,4,,nice,0,8.8.5,True
2025-11-22 10:04:54+00:00,App Store,3,Request for Commodity trading features availability in the App,Thanks for lot of trading and investment options. If you add commodities trading then only you will become All in One App.,0,5.9.1,False
2025-11-22 08:31:49+00:00,Google Play,1,,fraud application don't use,0,8.8.0,True
2025-11-22 08:12:38+00:00,Google Play,5,,osm,0,8.8.6,True
2025-11-22 07:04:09+00:00,Google Play,1,,waste,0,,True
2025-11-22 00:35:57+00:00,Google Play,5,,good,0,8.8.6,True
2025-11-22 00:22:31+00:00,Google Play,1,,"It calls my firewall a VPN, and refuses to verify phone number, citing some NPCI guidelines. All other UPI apps run fine on my phone except this. Lazy programming.",0,8.8.6,True
2025-11-21 21:44:03+00:00,Google Play,5,,very good app I recommended this app,0,8.8.6,True
2025-11-21 21:26:25+00:00,Google Play,3,,good,0,8.8.2,True
2025-11-21 19:48:34+00:00,Google Play,1,,upi registration fail something went wrong problem,0,8.8.6,True
2025-11-21 17:29:07+00:00,App Store,5,Best all-in-one finance app in India,"I’ve used almost every finance app — Zerodha, Upstox, Groww, Neo — but INDmoney is on another level. Everything is in one place: • Stocks, Mutual Funds, US stocks • Health & Life insurance • Loans, credit score • Track gold, silver, crypto • Clean UI + zero ads • Best MTF system I’ve used • Super fast and accurate portfolio tracking Even my bank accounts and expenses are synced automatically. This is the only app that actually feels like a complete financial dashboard. Highly recommended for beginners and advanced users. Just brilliant 👏🔥",0,5.9.1,False
2025-11-21 14:39:47+00:00,Google Play,4,,"It is a good app, but at times not sure at all about the changes in values. Tough to figure out the difference.",0,8.8.6,True
2025-11-21 14:16:49+00:00,Google Play,5,,it's a great platform to buying stock for my experience.,0,8.8.5,True
2025-11-21 12:41:55+00:00,Google Play,1,,"I could have made tons of profits if the communication was clear from your side. You failed as a broker. I should not have fallen into the trap of the ₹5 brokerage. I will not use INDmoney for trading purposes and I will advise the same to everyone. Other aspects (MF, US, Tracking) are great though.",1,8.8.6,True
2025-11-21 11:23:04+00:00,Google Play,3,,"I need to change my number and add another account but there is no option there, I can't even delete my account to log in again with another number. What am I supposed to do now?",0,8.8.6,True
2025-11-21 09:08:45+00:00,Google Play,1,,bad app hai charge bahut leta hai,0,8.8.6,True
2025-11-21 07:52:04+00:00,Google Play,5,,mast tax,0,,True
2025-11-21 07:25:45+00:00,Google Play,5,,"Simplest way to deep dive into Indian as well as Us market just by simple click... they analyse the strengthen and weakness of ur portfolio's Health cover , Vehicle Insurance ,life cover everything in single App...",1,8.8.5,True
2025-11-20 22:15:29+00:00,Google Play,5,,best,0,8.8.5,True
2025-11-20 20:24:38+00:00,Google Play,5,,very nice 👍👍,0,8.8.6,True
2025-11-20 20:03:27+00:00,Google Play,5,,“Excellent app! Easy to use and very helpful in daily tasks.”,0,,True
2025-11-20 19:43:48+00:00,Google Play,5,,nice,0,8.8.2,True
2025-11-20 18:39:42+00:00,Google Play,5,,"Great app, like the UI",0,8.8.5,True
2025-11-20 17:54:28+00:00,Google Play,5,,good work,0,8.8.5,True
2025-11-20 16:06:47+00:00,Google Play,4,,super,0,8.8.0,True
2025-11-20 15:32:38+00:00,Google Play,4,,"please bring back feature in option chain about o.i info that show info about long short covering and. long short building on different strike in Indian share,it's helping to entry exit on position",3,8.8.5,True
2025-11-20 14:04:53+00:00,Google Play,4,,Be transparent and honest,0,8.8.5,True
2025-11-20 12:17:13+00:00,Google Play,3,,us trading Federal bank KYC is Very Difficult many I many time trying please improve this.,0,8.8.6,True
2025-11-20 11:32:29+00:00,Google Play,5,,very good stock app👍😊,0,8.8.6,True
2025-11-20 10:52:00+00:00,Google Play,5,,Indmoney provide lot of advanced features that your investment or trading journey more easy. This app interface very attractive 🤩. This app very fast . IND Money is a all in online solution for stock market. ❤️❤️❤️. 20.08.25 IND Money new update for Indian Stocks very impressive ❤️. 20.11.25 - New update regarding watchlist is good.,0,8.8.5,True
2025-11-20 09:21:43+00:00,Google Play,5,,wonder full app,0,8.8.5,True
2025-11-20 00:04:04+00:00,Google Play,5,,extraordinary application.,0,8.8.5,True
2025-11-19 23:44:45+00:00,Google Play,5,,ok,0,8.8.5,True
2025-11-19 22:16:05+00:00,Google Play,1,,Customer care service is not good.,0,8.8.6,True
2025-11-19 20:42:30+00:00,Google Play,5,,good,0,8.8.5,True
2025-11-19 19:52:20+00:00,Google Play,5,,ok,0,8.8.6,True
2025-11-19 19:01:01+00:00,Google Play,5,,nice Aap,0,8.8.5,True
2025-11-19 18:47:14+00:00,Google Play,4,,Great,0,8.8.5,True
2025-11-19 18:38:03+00:00,Google Play,5,,very nice super,0,8.8.6,True
2025-11-19 18:30:56+00:00,Google Play,5,,nice application 🥰😍❤️ no server issues... us stocks amazing 🤩.. i refer to my friends this application...,0,7.3.2,True
2025-11-19 14:10:30+00:00,Google Play,5,,good,0,8.8.5,True
2025-11-19 12:56:40+00:00,Google Play,4,,"I want to request the INDMoney team/developers to show the latest price of stock or options in the Order tab as well. This will help us see price fluctuations and decide whether we should cancel the order or let it get executed. Also, there should be a Reorder option in cancelled orders so we can place the same order again from there.",34,8.8.5,True
2025-11-19 12:56:35+00:00,Google Play,1,,supar,0,8.8.6,True
2025-11-19 12:31:08+00:00,Google Play,5,,"Best app for Indian stocks, mutual funds and foreign stocks. All in one app.",0,8.8.5,True
2025-11-19 10:04:49+00:00,Google Play,3,,nice,0,8.8.5,True
2025-11-19 09:34:25+00:00,Google Play,1,,Very low costumer sport,0,8.8.5,True
2025-11-19 04:36:01+00:00,App Store,1,Bad application,Very bad application. No proper customer support. Unnecessarily block your account. So it is very risky app,0,5.9.1,False
2025-11-19 00:23:28+00:00,Google Play,5,,super app,0,8.8.5,True
2025-11-18 22:03:55+00:00,Google Play,1,,App is too slow to respond every clicks..,0,,True
2025-11-18 20:31:28+00:00,Google Play,5,,"Great app for investing in Indian & US stocks, IPOs, SIPs, Mutual Funds & checking your net worth all in one place; keep it up.",0,8.8.5,True
2025-11-18 19:18:25+00:00,Google Play,4,,nice app,0,8.8.0,True
2025-11-18 19:13:09+00:00,Google Play,5,,this app is my dream app,0,8.8.5,True
2025-11-18 17:48:14+00:00,App Store,1,Randi rona App,Take more than 48 hours for fund settlement 👎 it’s better to use other apps,0,5.9.1,False
2025-11-18 16:13:47+00:00,Google Play,5,,good service,0,,True
2025-11-18 12:28:08+00:00,Google Play,1,,"we are not mad, trying to do kyc but everytime there is technical error you should improve the app. can't keep on trying for this.",0,,True
2025-11-18 11:17:40+00:00,Google Play,5,,nice,0,8.8.5,True
2025-11-18 11:01:07+00:00,Google Play,5,,very good application. great option of 10k mtf funding without interest. hope you wont make changes in upcoming days.,0,8.8.5,True
2025-11-18 07:08:07+00:00,Google Play,5,,supar,0,8.8.5,True
2025-11-18 04:45:54+00:00,Google Play,5,,"Hoping for a zero Forex lifetime free credit card for stocks, equity, IPO, mutual funds purchases and domestic as well as international use",0,8.8.5,True
2025-11-18 01:13:42+00:00,Google Play,1,,ghatiya game,0,,False
2025-11-17 23:14:11+00:00,Google Play,5,,excellent work,0,,True
2025-11-17 22:00:29+00:00,Google Play,5,,👍,0,8.8.2,True
2025-11-17 16:58:46+00:00,Google Play,5,,the tracking of external mf is not real time and even it doesn't get updated as per actual. other competitors have much better UI to track external mf on one app. please consider this feedback.,0,8.8.5,True
2025-11-17 16:55:54+00:00,App Store,5,INDmoney - The Best,Great app with easy to use feature,0,5.9.1,False
2025-11-17 16:42:39+00:00,Google Play,4,,good app,0,8.8.5,True
2025-11-17 13:50:59+00:00,Google Play,5,,super 👍,0,8.8.5,True
2025-11-17 10:18:05+00:00,Google Play,5,,Love the app. Especially for US investing. Feedback: Please add XIRR into stock performance. There's no way to see XIRR at the moment.,0,8.8.2,True
2025-11-17 09:20:21+00:00,Google Play,5,,No Code Needed,0,8.8.2,True
2025-11-17 07:17:02+00:00,Google Play,5,,good,0,8.8.5,True
2025-11-17 04:14:02+00:00,Google Play,5,,all good,0,8.8.2,True
2025-11-17 03:18:38+00:00,App Store,5,Best App for mutual fund Investment,Best app for mutual fund and Us stock investment,0,5.9.0,False
2025-11-16 23:11:23+00:00,Google Play,5,,very nice,0,8.8.5,True
2025-11-16 22:15:01+00:00,Google Play,5,,best sarvice,0,8.8.5,True
2025-11-16 18:48:34+00:00,Google Play,1,,nahi chahiye,0,,True
2025-11-16 18:04:00+00:00,Google Play,5,,very good,0,8.8.5,True
2025-11-16 16:24:07+00:00,Google Play,5,,I love it,0,8.8.0,True
2025-11-16 16:02:56+00:00,Google Play,4,,AMAZING,0,,True
2025-11-16 12:57:50+00:00,Google Play,5,,BEST EXPERIENCE,0,,True
2025-11-16 12:24:16+00:00,App Store,5,Convenient,So far this App is very good and lot of exposure to users,0,5.9.0,False
2025-11-16 09:16:55+00:00,Google Play,1,,unable to login kindly help me. The problem is all about my previous gmail account which is not available,2,8.8.5,True
2025-11-16 08:33:38+00:00,App Store,2,Money deducted but recharge not found,"I recharged my mobile using your app, but it showed “pending” even though the money was deducted from my account. I did not receive the recharge, and even after 48 hours, I neither got the recharge nor a refund. I also contacted your customer care, but I didn’t get any response.",0,5.9.0,False
2025-11-16 08:22:03+00:00,Google Play,5,,"help full app , very transparent , its nice choice",0,8.8.5,True
2025-11-16 06:16:36+00:00,App Store,3,Customise it for iPad,Please customise the app for iPad ????,0,5.9.0,False
2025-11-16 01:08:26+00:00,Google Play,5,,💓,0,8.8.5,True
2025-11-15 22:34:49+00:00,Google Play,5,,super,0,8.6.6,True
2025-11-15 22:11:46+00:00,Google Play,1,,zoho ko bhi sync kro bhai,0,8.8.2,True
2025-11-15 21:25:49+00:00,Google Play,4,,good service,0,8.8.2,True
